search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
10368	CRC_SW1398_TiOx-HAMMOC	Cancer Cell Lines, Digestive System	Piersma et al. (2015)	25841592	PXD001550
10369	CRC_SW480_TiOx-HAMMOC	Cancer Cell Lines, Digestive System	Piersma et al. (2015)	25841592	PXD001550
10371	HCT116_TiO2-SILAC	Cancer Cell Lines, Digestive System	Rasmussen et al. (2016)	27526785	PXD002172
10373	143B_Rho0_TiO2	Cancer Cell Lines, Bone	Aretz et al. (2016)	26852163	PXD002425
10375	Hela_Kyoto	Cancer Cell Lines, Other Female Reproductive Organ	Alpert, Hudecz & Mechtler (2015)	25827581	PXD001333
10376	Platelet_ADP_Global-iTRAQ	Blood Cells	Beck et al. (2017)	28060719	PXD001189
10377	Platelet_ADP-Iloprost_Global-iTRAQ	Blood Cells	Beck et al. (2017)	28060719	PXD001189
10378	Platelet_ADP-Iloprost_TiO2_HILIC-iTRAQ	Blood Cells	Beck et al. (2017)	28060719	PXD001189
10379	Platelet_ADP_TiO2_HILIC-iTRAQ	Blood Cells	Beck et al. (2017)	28060719	PXD001189
10380	MCF-10A-IMAC-TMT10	Non Cancer Cell Lines	Reddy et al. (2016)	26929352	PXD003660
10381	JurKat-E6_Cisplatin-induced_Apoptosis-TiO2	Cancer Cell Lines, Blood	Tran, Strozynski & Thiede (2017)	28464451	PXD004415
10382	JurKat-E6_Control-TiO2	Cancer Cell Lines, Blood	Tran, Strozynski & Thiede (2017)	28464451	PXD004415
10383	T-lymphoma_TiO2-SILAC	Cancer Cell Lines, Blood	Osinalde et al. (2015)	25142963	PXD001129
10384	HGSOC_M019iCis_Cisplatin_TiO2	Cancer Cell Lines, Ovary	Nguyen et al. (2017)	28455291	PXD002394
10385	HGSOC_M019i_Cisplatin_TiO2	Cancer Cell Lines, Ovary	Nguyen et al. (2017)	28455291	PXD002394
10386	HGSOC_M019iCis_TiO2	Cancer Cell Lines, Ovary	Nguyen et al. (2017)	28455291	PXD002394
10387	HGSOC_M019i-M019iCis_WholeProteome	Cancer Cell Lines, Ovary	Nguyen et al. (2017)	28455291	PXD002394
10388	HGSOC_M019i_TiO2	Cancer Cell Lines, Ovary	Nguyen et al. (2017)	28455291	PXD002394
10389	HCT116_FAIMS_TMT	Cancer Cell Lines, Digestive System			
10390	HeLa_Single_Shot_Phosphoproteome_fast	Cancer Cell Lines, Other Female Reproductive Organ	Kelstrup et al. (2014)	25349961	PXD001305
10391	HeLa_Single_Shot_Phosphoproteome_faster	Cancer Cell Lines, Other Female Reproductive Organ	Kelstrup et al. (2014)	25349961	PXD001305
10392	HeLa_Single_Shot_Phosphoproteome_pAGC	Cancer Cell Lines, Other Female Reproductive Organ	Kelstrup et al. (2014)	25349961	PXD001305
10393	HeLa_Single_Shot_Phosphoproteome_sensitive	Cancer Cell Lines, Other Female Reproductive Organ	Kelstrup et al. (2014)	25349961	PXD001305
10394	Daudi_BCR-stimulated_pY-IP-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10395	Daudi_BCR-stimulated_TiO2-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10396	Daudi_Syk-inhibition_pY-IP-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10397	Daudi_Syk-inhibition_TiO2-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10398	DG75_BCR-stimulated_pY-IP-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10399	DG75_BCR-stimulated_TiO2-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10400	DG75_CD79a-knockdown_pY-IP-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10401	DG75_CD79a-knockdown_TiO2-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10402	DG75_Syk-inhibition_pY-IP-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10403	DG75_Syk-inhibition_TiO2-Silac	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
10404	MCF7_Solution-Phase-TMT	Cancer Cell Lines, Breast			PXD002072
10405	MCF7_Solution-Phase-TMT_IMAC-TiO2	Cancer Cell Lines, Breast			PXD002072
10406	MCF7_TMT-SPAL	Cancer Cell Lines, Breast			PXD002072
10407	MCF7_TMT-SPAL_IMAC-TiO2	Cancer Cell Lines, Breast			PXD002072
10408	A549_TNFa_TiO2-Silac	Cancer Cell Lines, Lung			PXD003627
10409	T-lymphocytes_Nuclear_TiO2_Silac	Cancer Cell Lines, Blood	Osinalde et al. (2016)	27067055	PXD002839
10410	SH-SY5Y_NGF-TrkA_PhosphoProteome	Cancer Cell Lines, Brain	Emdal et al. (2015)	25921289	PXD001115
10411	HSP90-inhibition_Silac	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10412	HSP90-inhibition_Silac-ITHCD	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10413	HSP90-inhibition_Silac_pY	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10414	HSP90-pY197_Silac	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10415	HSP90-pY197_Silac_pY	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10416	TEL-SYK_Silac	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10417	TEL-SYK_Silac_pY	Cancer Cell Lines, Blood	Walter et al. (2017)	28064214	PXD004181
10418	EOC_TiO2	Cancer, Ovary	Francavilla et al. (2017)	28355574	PXD003531
10419	FTE_TiO2	Cancer, Ovary	Francavilla et al. (2017)	28355574	PXD003531
10420	OSE_TiO2	Cancer, Ovary	Francavilla et al. (2017)	28355574	PXD003531
10421	OVCAR3_CDK7_TiO2	Cancer Cell Lines, Ovary	Francavilla et al. (2017)	28355574	PXD003531
10422	OVCAR3_Ctrl_TiO2	Cancer Cell Lines, Ovary	Francavilla et al. (2017)	28355574	PXD003531
10423	OVCAR3_MEK_TiO2	Cancer Cell Lines, Ovary	Francavilla et al. (2017)	28355574	PXD003531
10424	Kit225_cells_HILIC-IMAC-Dimethyl	Cancer Cell Lines, Blood	Lochmatter et al. (2016)	27080861	PXD002990
10425	Kit225_cells_IMAC	Cancer Cell Lines, Blood	Lochmatter et al. (2016)	27080861	PXD002990
10426	Kit225_cells_TiO2-Dimethyl	Cancer Cell Lines, Blood	Lochmatter et al. (2016)	27080861	PXD002990
10427	A673_Combinatorial-Drug-Screening_SILAC	Cancer Cell Lines, Bone	Radic-Sarikas et al. (2017)	28062706	PXD002765
10428	BT-474_Lapatinib-Resistance_Fe-IMAC-Dimethyl	Cancer Cell Lines, Breast	Ruprecht et al. (2017)	28209619	PXD004981
10429	HaCaT_TGFbeta-Signaling_Phospho	Non Cancer Cell Lines			PXD000496
10430	Iloprost-Stimulated-Platelets_TiO2-iTRAQ	Blood Cells	Beck et al. (2014)	24324209	PXD000242
10431	Adrenal_pY	Cancer, Adrenal Gland	Drake et al. (2013)	24248375	PXD000238
10432	AtrophyKidney_pY	Cancer, Kidney	Drake et al. (2013)	24248375	PXD000238
10433	BPH_pY	Other Male Reproductive Organ	Drake et al. (2013)	24248375	PXD000238
10434	C4-2_pY	Cancer Cell Lines, Other Male Reproductive Organ	Drake et al. (2013)	24248375	PXD000238
10435	DU145_pY	Cancer Cell Lines, Other Male Reproductive Organ	Drake et al. (2013)	24248375	PXD000238
10436	Dura_pY	Cancer, Brain	Drake et al. (2013)	24248375	PXD000238
10437	Liver_pY	Cancer, Liver	Drake et al. (2013)	24248375	PXD000238
10438	Lung_pY	Cancer, Lung	Drake et al. (2013)	24248375	PXD000238
10439	Mediastinal-LN_pY	Cancer, Other Anatomical Entities	Drake et al. (2013)	24248375	PXD000238
10440	Periaortic-LN_pY	Cancer, Other Anatomical Entities	Drake et al. (2013)	24248375	PXD000238
10441	Preihilar-LN_pY	Cancer, Other Anatomical Entities	Drake et al. (2013)	24248375	PXD000238
10442	Prostate-Benign_pY	Other Male Reproductive Organ	Drake et al. (2013)	24248375	PXD000238
10443	Prostate-Cancer_pY	Cancer, Other Male Reproductive Organ	Drake et al. (2013)	24248375	PXD000238
10444	Prostate_pY	Cancer, Other Male Reproductive Organ	Drake et al. (2013)	24248375	PXD000238
10445	HeLa_EGFR-dependent_pTyr-Silac	Cancer Cell Lines, Other Female Reproductive Organ	Francavilla et al. (2016)	27136326	PXD003523
10446	HeLa_EGFR-signaling_pTyr-Silac	Cancer Cell Lines, Other Female Reproductive Organ	Francavilla et al. (2016)	27136326	PXD003523
10447	HeLa_EGFR-signaling_TiO2-Silac	Cancer Cell Lines, Other Female Reproductive Organ	Francavilla et al. (2016)	27136326	PXD003523
10448	HeLa_EGFR-signaling_Ubiquitylation-Silac	Cancer Cell Lines, Other Female Reproductive Organ			PXD003523
10449	Jurkat_TCR-induced-phospho_TiO2-SILAC_TS1	Cancer Cell Lines, Blood	Salek et al. (2013)	24204825	PXD000341
10450	Jurkat_TCR-induced-phospho_TiO2-SILAC_TS2	Cancer Cell Lines, Blood	Salek et al. (2013)	24204825	PXD000341
10451	U2OS_PLKinh-2h-rep_TiO2-Diemthyl	Cancer Cell Lines, Bone	Halim et al. (2013)	23612710	PXD000222
10452	U2OS_PLKinh-2h_TiO2-Diemthyl	Cancer Cell Lines, Bone	Halim et al. (2013)	23612710	PXD000222
10453	U2OS_PLKinh-30m_TiO2-Diemthyl	Cancer Cell Lines, Bone	Halim et al. (2013)	23612710	PXD000222
10454	U2OS_PLKinh-4h_TiO2-Diemthyl	Cancer Cell Lines, Bone	Halim et al. (2013)	23612710	PXD000222
10455	U2OS_PLKinh-6h_TiO2-Diemthyl	Cancer Cell Lines, Bone	Halim et al. (2013)	23612710	PXD000222
10456	BRAF-MelanomaCell_TiMAC_Dimethyl_OrbiElite	Cancer Cell Lines, Skin	Smit et al. (2014)	25538140	PXD000497
10457	BRAF-MelanomaCell_TiMAC_Dimethyl_OrbiVelos	Cancer Cell Lines, Skin	Smit et al. (2014)	25538140	PXD000497
10458	Abemaciclib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10459	AC-480	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10460	ACTB-1003	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10461	AEE-788	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10462	AEW-541	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10463	Afatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10464	Alectinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10465	Alisertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10466	Alvocidib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10467	AMG-208	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10468	AMG-900	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10469	Amuvatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10470	Apatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10471	Apitolisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10472	ARRY-380	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10473	ASP-3026	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10474	AT-13148	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10475	AT-7519	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10476	AT-9283	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10477	AV-412	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10478	Axitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10479	AXL-1717	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10480	AZD-1208	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10481	AZD-1480	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10482	AZD-2014	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10483	AZD-4547	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10484	AZD-5363	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10485	AZD-5438	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10486	AZD-6482	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10487	AZD-7762	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10488	AZD-8055	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10489	AZD-8186	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10490	AZD-8330	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10491	Bafetinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10492	Barasertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10493	Barasertib_HQPA	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10494	Baricitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10495	BGT-226	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10496	BI-2536	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10497	BI-847325	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10498	Binimetinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10499	BMS-387032	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10500	BMS-690514	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10501	BMS-754807	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10502	BMS-777607	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10503	BMS-911543	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10504	Bosutinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10505	Brivanib_alaninate	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10506	Brivanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10507	Buparlisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10508	BYL-719	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10509	Cabozantinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10510	Canertinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10511	Capmatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10512	CC-401	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10513	Cediranib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10514	CEP-32496	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10515	Cerdulatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10516	Ceritinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10517	Certican	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10518	CH-5183284	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10519	Cobimetinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10520	Copanlisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10521	CP-547632	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10522	CP-724714	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10523	Crenolanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10524	Crizotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10525	CUDC-101	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10526	Cyc-116	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10527	Dabrafenib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10528	Dacomitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10529	Dactolisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10530	Danusertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10531	Dasatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10532	Decernotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10533	Defactinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10534	Deforolimus	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10535	Dinaciclib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10536	Dovitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10537	Encorafenib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10538	ENMD-2076	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10539	Entrectinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10540	Enzastaurin	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10541	Erlotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10542	Fasudil	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10543	Fedratinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10544	Filgotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10545	Foretinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10546	Fostamatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10547	Galunisertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10548	GDC-0994	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10549	Gedatolisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10550	Gefitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10551	Gilteritinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10552	Golvatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10553	GSK-1059615	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10554	GSK-1070916	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10555	GSK-2110183	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10556	GSK-2636771	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10557	GSK-461364	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10558	GSK-690693	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10559	HMN-214	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10560	Hydroxyfasudil	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10561	Ibrutinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10562	Icotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10563	Idelalisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10564	Imatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10565	IMD-0354	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10566	JANEX-1	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10567	JNJ-26483327	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10568	JNJ-38877605	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10569	K-252a	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10570	KW-2449	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10571	KX2-391	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10572	Lapatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10573	Lenvatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10574	Lestaurtinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10575	Linifanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10576	Linsitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10577	Losmapimod	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10578	Lucitanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10579	LY-2584702	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10580	LY-2801653	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10581	Masitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10582	MGCD-265	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10583	Midostaurin	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10584	Milciclib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10585	MK-1775	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10586	MK-2206	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10587	MK-2461	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10588	MK-5108	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10589	MK-8033	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10590	MLN-2480	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10591	MLN-8054	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10592	Momelotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10593	Motesanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10594	Mubritinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10595	Neratinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10596	Nilotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10597	Nintedanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10598	NMS-1286937	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10599	Omipalisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10600	Omipalisib_Omiprobe	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10601	ONO-4059	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10602	Orantinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10603	OSI-027	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10604	OSI-930	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10605	Osimertinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10606	OTS-167	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10607	P-276-00	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10608	Pacritinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10609	Palbociclib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10610	Pazopanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10611	PD-325901	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10612	Pelitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10613	Perifosine	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10614	Pexidartinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10615	Pexmetinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10616	PF-03814735	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10617	PF-04217903	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10618	PF-04691502	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
